date,category,sub-category,description,amount
2020-02-16,Discretionary Spending,Work Lunch & Takeout,Chick-Fil-A,10.1
2020-02-16,Discretionary Spending,Work Lunch & Takeout,Bistro,2.99
2020-02-16,Discretionary Spending,Work Lunch & Takeout,Café,5.95
2020-02-15,Discretionary Spending,Shopping,Amazon,53.34
2020-02-14,Living Expense,Medical & Health,CVS,4.19
2020-02-14,Discretionary Spending,Subscriptions,JAGEX,25.99
2020-02-14,Discretionary Spending,Work Lunch & Takeout,Café,9.7
2020-02-14,Discretionary Spending,Work Lunch & Takeout,GrubHub,2.4
2020-02-13,Discretionary Spending,Work Lunch & Takeout,GrubHub,2.82
2020-02-12,Discretionary Spending,Work Lunch & Takeout,Café,1.9
2020-02-12,Discretionary Spending,Restaurants,SAN MATTEO PIZZA & ESPRE,23.8
2020-02-12,Discretionary Spending,Work Lunch & Takeout,Café,7.7
2020-02-11,Living Expense,Laundromat,Style Cleaner Laundry,5.5
2020-02-11,Living Expense,Groceries,Grocery Store,45.04
2020-02-11,Discretionary Spending,Restaurants,THE EAST END BAR AND GRIL,56.0
2020-02-11,Discretionary Spending,Home Decor,Wayfair,65.59
2020-02-10,Living Expense,Laundromat,Kingbell Laundry,14.0
2020-02-10,Discretionary Spending,Restaurants,"TAB DELI  - NEW YORK, ",15.24
2020-02-10,Living Expense,Transportation,Lyft,36.43
2020-02-10,Discretionary Spending,Restaurants,VERY FRESH NOODLES,33.28
2020-02-10,Discretionary Spending,Work Lunch & Takeout,CORNER BAKERY,13.55
2020-02-10,Discretionary Spending,Restaurants,BT  MIRAGE,17.33
2020-02-10,Discretionary Spending,Restaurants,BT  MIRAGE,7.44
2020-02-09,Living Expense,Groceries,Grocery Store,8.03
2020-02-09,Discretionary Spending,Restaurants,Le Pain Quotidien,16.32
2020-02-09,Discretionary Spending,Work Lunch & Takeout,GrubHub,1.81
2020-02-09,Discretionary Spending,Restaurants,INTL WINGS FACTORY,34.67
2020-02-09,Discretionary Spending,Work Lunch & Takeout,Café,2.75
2020-02-09,Discretionary Spending,Work Lunch & Takeout,Potbelly Sandwich Works,8.26
2020-02-09,Discretionary Spending,Work Lunch & Takeout,Chick-Fil-A,7.07
2020-02-08,Discretionary Spending,Home Decor,Rugsusa,155.01
2020-02-07,Discretionary Spending,Work Lunch & Takeout,Café,3.27
2020-02-07,Discretionary Spending,Work Lunch & Takeout,Café,5.5
2020-02-07,Discretionary Spending,Work Lunch & Takeout,Chipotle,2.94
2020-02-06,Discretionary Spending,Work Lunch & Takeout,Café,10.45
2020-02-06,Discretionary Spending,Work Lunch & Takeout,GrubHub,1.2
2020-02-05,Discretionary Spending,Work Lunch & Takeout,GrubHub,1.2
2020-02-05,Discretionary Spending,Work Lunch & Takeout,Café,8.25
2020-02-04,Living Expense,Laundromat,Miss Bubble Laundromat,11.5
2020-02-04,Discretionary Spending,Restaurants,TST* BAREBURGER TH & ST,40.68
2020-02-04,Savings,Investment - Source 2,XYZ Financial Firm,500.0
2020-02-03,Discretionary Spending,Subscriptions,"BLINK WEB   - NEW YORK, ",10.45
2020-02-03,Living Expense,Groceries,Grocery Store,38.55
2020-02-03,Discretionary Spending,Restaurants,LEVAIN BAKERY,8.0
2020-02-03,Discretionary Spending,Restaurants,DTUT,18.79
2020-02-03,Discretionary Spending,Shopping,Amazon,237.04
2020-02-03,Discretionary Spending,Shopping,Amazon,53.34
2020-02-02,Discretionary Spending,Work Lunch & Takeout,Bistro,2.99
2020-02-02,Discretionary Spending,Work Lunch & Takeout,Chipotle,11.65
2020-02-02,Discretionary Spending,Work Lunch & Takeout,Café,2.75
2020-02-02,Discretionary Spending,Work Lunch & Takeout,Bistro,2.72
2020-02-02,Discretionary Spending,Restaurants,ICHIRO SUSHI,61.89
2020-02-01,Monthly Bills,Rent,Check Piad,2000.0
2020-02-01,Discretionary Spending,Work Lunch & Takeout,MEALPAL MEALPAL.COM ,45.66
2020-01-31,Discretionary Spending,Work Lunch & Takeout,Café,0.31
2020-01-31,Discretionary Spending,Work Lunch & Takeout,Bistro,2.18
2020-01-31,Discretionary Spending,Entertainment,Ticketmaster,68.0
2020-01-31,Living Expense,Medical & Health,CVS,3.78
2020-01-30,Discretionary Spending,Work Lunch & Takeout,Café,9.7
2020-01-30,Discretionary Spending,Restaurants,BLACK IRON BURGER,14.04
2020-01-30,Discretionary Spending,Work Lunch & Takeout,McDonald's,23.89
2020-01-30,Discretionary Spending,Work Lunch & Takeout,Bistro,2.99
2020-01-30,Discretionary Spending,Work Lunch & Takeout,Café,1.19
2020-01-30,Living Expense,Transportation,Lyft,21.85
2020-01-30,Living Expense,Laundromat,Miss Bubble Laundromat,9.73
2020-01-29,Discretionary Spending,Work Lunch & Takeout,Bistro,4.63
2020-01-29,Discretionary Spending,Work Lunch & Takeout,Café,2.84
2020-01-29,Discretionary Spending,Restaurants,TST* REMO S BRICK OVEN PI,26.91
2020-01-29,Discretionary Spending,Restaurants,TST* TACO CENTRIC CONCEPT,61.6
2020-01-29,Discretionary Spending,Work Lunch & Takeout,Café,4.88
2020-01-29,Occasional Expense,Hotel,EVEN NORWALK,404.8
2020-01-29,Monthly Bills,Mobile Phone,Verizon Wireless,84.05
2020-01-28,Discretionary Spending,Restaurants,TST* MERCADO - KIOSKS,9.8
2020-01-28,Discretionary Spending,Restaurants,TST* MERCADO - LENA,20.3
2020-01-28,Discretionary Spending,Restaurants,FIVE MILESTONE,26.85
2020-01-28,Discretionary Spending,Restaurants,TST* MERCADO - MAR,30.48
2020-01-28,Discretionary Spending,Subscriptions,Spotify,15.94
2020-01-27,Discretionary Spending,Work Lunch & Takeout,Shake Shack,5.98
2020-01-27,Discretionary Spending,Entertainment,MNR,33.0
2020-01-27,Savings,Investment - Source 1,XYZ Financial Firm,500.0
2020-01-26,Discretionary Spending,Work Lunch & Takeout,Café,2.25
2020-01-26,Discretionary Spending,Work Lunch & Takeout,Café,7.7
2020-01-26,Discretionary Spending,Work Lunch & Takeout,Chipotle,2.94
2020-01-26,Living Expense,Laundromat,Miss Bubble Laundromat,21.2
2020-01-26,Living Expense,Groceries,Grocery Store,18.78
2020-01-26,Living Expense,Groceries,Grocery Store,8.5
2020-01-24,Discretionary Spending,Work Lunch & Takeout,Café,1.5
2020-01-24,Discretionary Spending,Work Lunch & Takeout,Café,9.25
2020-01-24,Discretionary Spending,Restaurants,ICHIRO SUSHI,11.16
2020-01-24,Discretionary Spending,Work Lunch & Takeout,GrubHub,3.6
2020-01-24,Discretionary Spending,Entertainment,AMC,31.58
2020-01-24,Discretionary Spending,Subscriptions,CRUNCHYROLL,8.49
2020-01-23,Discretionary Spending,Work Lunch & Takeout,Pret A Manger,3.47
2020-01-23,Discretionary Spending,Work Lunch & Takeout,GrubHub,1.2
2020-01-23,Discretionary Spending,Shopping,Amazon,21.76
2020-01-23,Discretionary Spending,Shopping,Amazon,21.25
2020-01-22,Discretionary Spending,Restaurants,OTTOSTACOS_,13.94
2020-01-21,Living Expense,Groceries,Grocery Store,5.09
2020-01-21,Discretionary Spending,Work Lunch & Takeout,Café,9.7
2020-01-20,Discretionary Spending,Restaurants,CANAL STREET GRILLE,32.33
2020-01-20,Discretionary Spending,Restaurants,REICHENBACH HALL,86.18
2020-01-20,Living Expense,Medical & Health,CVS,6.99
2020-01-20,Living Expense,Groceries,Grocery Store,77.83
2020-01-20,Living Expense,Groceries,Grocery Store,20.0
2020-01-20,Discretionary Spending,Liquor Store,My Way Convenient Store - Stella Cider,15.24
2020-01-19,Discretionary Spending,Work Lunch & Takeout,Café,8.45
2020-01-19,Discretionary Spending,Work Lunch & Takeout,Chipotle,11.65
2020-01-19,Living Expense,Transportation,METROCARD,11.0
2020-01-18,Living Expense,Transportation,"PATCO FREEDOM  PATCO FREEDOM  - COLLINGSWOOD, ",5.2
2020-01-18,Discretionary Spending,Restaurants,"QUICK CHEK FOOD STR   - KEAR, ",4.11
2020-01-17,Discretionary Spending,Work Lunch & Takeout,GrubHub,4.26
2020-01-17,Discretionary Spending,Work Lunch & Takeout,Café,9.25
2020-01-17,Discretionary Spending,Work Lunch & Takeout,Chick-Fil-A,17.06
2020-01-17,Living Expense,Medical & Health,CVS,5.58
2020-01-16,Discretionary Spending,Work Lunch & Takeout,Café,10.75
2020-01-16,Discretionary Spending,Work Lunch & Takeout,GrubHub,1.81
2020-01-16,Living Expense,Transportation, Petroleum and Mart ,31.36
2020-01-16,Living Expense,Medical & Health,Ear Nose & Throat,44.1
2020-01-16,Discretionary Spending,Entertainment,MNR STATION TIX,15.25
2020-01-15,Discretionary Spending,Work Lunch & Takeout,Café,1.9
2020-01-15,Discretionary Spending,Work Lunch & Takeout,GrubHub,3.66
2020-01-14,Discretionary Spending,Shopping,Amazon,28.25
2020-01-13,Discretionary Spending,Restaurants,THEWRITINGROOM_,74.24
2020-01-13,Discretionary Spending,Restaurants,Midnight Express ,33.74
2020-01-13,Discretionary Spending,Shopping,Amazon,18.5
2020-01-12,Discretionary Spending,Work Lunch & Takeout,Café,7.7
2020-01-12,Discretionary Spending,Work Lunch & Takeout,Chick-Fil-A,10.1
2020-01-12,Discretionary Spending,Restaurants,TIM HO WAN,51.93
2020-01-12,Discretionary Spending,Work Lunch & Takeout,GrubHub,1.81
2020-01-12,Discretionary Spending,Work Lunch & Takeout,Café,9.7
2020-01-12,Discretionary Spending,Work Lunch & Takeout,Bistro,4.63
2020-01-12,Living Expense,Groceries,Grocery Store,45.35
2020-01-12,Living Expense,Laundromat,Miss Bubble Laundromat,26.34
2020-01-11,Discretionary Spending,Clothing,ZUMIEZ,47.85
2020-01-10,Discretionary Spending,Work Lunch & Takeout,Café,2.17
2020-01-10,Discretionary Spending,Work Lunch & Takeout,Pret A Manger,3.47
2020-01-10,Discretionary Spending,Work Lunch & Takeout,Café,8.45
2020-01-10,Discretionary Spending,Clothing,VANS,73.26
2020-01-09,Discretionary Spending,Restaurants,SMLHOPWONE-,1.19
2020-01-09,Discretionary Spending,Work Lunch & Takeout,Café,2.2
2020-01-08,Discretionary Spending,Restaurants,SMLESSENMA-,2.32
2020-01-08,Discretionary Spending,Work Lunch & Takeout,Café,7.7
2020-01-08,Discretionary Spending,Restaurants,SMLESSENMA-,2.32
2020-01-08,Discretionary Spending,Work Lunch & Takeout,Café,1.5
2020-01-08,Discretionary Spending,Restaurants,VIETNAAM,43.02
2020-01-08,Discretionary Spending,Liquor Store,"MISTER WRIGHT - NEW YORK, ",22.84
2020-01-07,Occasional Expense,Electronics,SP * RAYCONGLOBAL.COM HTTPSRAYCON.M,74.04
2020-01-07,Monthly Bills,Utilities,EVERSOURCE,51.75
2020-01-06,Discretionary Spending,Restaurants,REICHENBACH HALL,18.69
2020-01-06,Discretionary Spending,Restaurants,Barcade,46.28
2020-01-06,Discretionary Spending,Restaurants,TURNTABLE LP BAR & KARAOK,67.63
2020-01-06,Discretionary Spending,Work Lunch & Takeout,McDonald's,8.7
2020-01-06,Discretionary Spending,Shopping,Amazon,65.31
2020-01-05,Discretionary Spending,Restaurants,MUGHLAI INDIAN CUISI,33.65
2020-01-05,Discretionary Spending,Work Lunch & Takeout,Café,1.5
2020-01-05,Discretionary Spending,Work Lunch & Takeout,Café,1.9
2020-01-05,Discretionary Spending,Restaurants,SMLCIPRIAN-,2.38
2020-01-05,Discretionary Spending,Work Lunch & Takeout,CORNER BAKERY,23.57
2020-01-05,Discretionary Spending,Work Lunch & Takeout,Café,9.7
2020-01-05,Living Expense,Groceries,Grocery Store,46.24
2020-01-04,Living Expense,Transportation,Lyft,20.25
2020-01-04,Living Expense,Transportation,"T  PENN STA   - NEW YORK, ",65.0
2020-01-03,Discretionary Spending,Restaurants,CHART HOUSE WEEHAWKEN,760.0
2020-01-03,Living Expense,Transportation,E-ZPass,25.0
2020-01-02,Discretionary Spending,Restaurants,ICHIRO SUSHI,26.86
2020-01-02,Discretionary Spending,Work Lunch & Takeout,Bistro,4.63
2020-01-02,Living Expense,Transportation,T PABT ,3.5
2020-01-02,Discretionary Spending,Work Lunch & Takeout,MITZ,9.25
2020-01-02,Living Expense,Transportation,T PABT ,3.5
2020-01-02,Discretionary Spending,Liquor Store,Wine & Spirits,15.23
2020-01-02,Living Expense,Transportation,E-ZPass,25.0
2020-01-02,Living Expense,Transportation,E-ZPass,25.0
2020-01-02,Discretionary Spending,Work Lunch & Takeout,MEALPAL MEALPAL.COM ,45.66
2020-01-02,Monthly Bills,Utilities,EVERSOURCE,25.47
2020-01-01,Living Expense,Groceries,Grocery Store,19.87
2020-01-01,Monthly Bills,Rent,Check Piad,2000.0
