Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
6/25/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
6/24/2020,Domino's Pizza,,24.46,debit,Work Lunch & Takeout,,,
6/24/2020,Grocery Store,,7.81,debit,Groceries,,,
6/24/2020,Wine & Spirits,,39.18,debit,Liquor Store,,,
6/24/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
6/23/2020,CVS,,9.29,debit,Medical & Health,,,
6/23/2020,Amazon,,163.3,debit,Shopping,,,
6/22/2020,CHICKEN INSIDER ,,23.75,debit,Work Lunch & Takeout,,,
6/22/2020,Lyft,,18.8,debit,Transportation,,,
6/22/2020,Lyft,,3.38,debit,Transportation,,,
6/21/2020,CRUNCHYROLL,,8.49,debit,Subscriptions,,,
6/20/2020,SPECTRUM WOODSIDE ,,49.99,debit,Internet,,,
6/19/2020,"WOK  ON THIRD,  ",,11.35,debit,Work Lunch & Takeout,,,
6/19/2020,Wine & Spirits,,17.41,debit,Liquor Store,,,
6/19/2020,Lyft,,19.15,debit,Transportation,,,
6/19/2020,Lyft,,3.45,debit,Transportation,,,
6/19/2020,Company - 2,,1500,credit,Paycheck - Source 2,,,
6/18/2020,Bistro,,15.41,debit,Work Lunch & Takeout,,,
6/18/2020,Lyft,,19.2,debit,Transportation,,,
6/18/2020,CVS,,9.15,debit,Medical & Health,,,
6/18/2020,Lyft,,3.46,debit,Transportation,,,
6/18/2020,Amazon,,20.6,debit,Shopping,,,
6/17/2020,METROCARD,,5.5,debit,Transportation,,,
6/17/2020,Lyft,,3.1,debit,Transportation,,,
6/17/2020,Lyft,,17.21,debit,Transportation,,,
6/16/2020,Amazon,,347.31,debit,Shopping,,,
6/16/2020,Lyft,,18.98,debit,Transportation,,,
6/16/2020,Lyft,,3.42,debit,Transportation,,,
6/16/2020,ConEd,,110.6,debit,Utilities,,,
6/15/2020,"Spice Grill, ",,9.92,debit,Work Lunch & Takeout,,,
6/15/2020,Nordstrom,,56.4,debit,Clothing,,,
6/15/2020,Lyft,,3.39,debit,Transportation,,,
6/15/2020,Lyft,,18.84,debit,Transportation,,,
6/14/2020,Levain Bakery,,8,debit,Work Lunch & Takeout,,,
6/13/2020,Taco Bell,,25.12,debit,Work Lunch & Takeout,,,
6/13/2020,CORNER BAKERY,,22.21,debit,Work Lunch & Takeout,,,
6/13/2020,Grocery Store,,70.23,debit,Groceries,,,
6/12/2020,Gourmet Deli,,6.61,debit,Work Lunch & Takeout,,,
6/12/2020,Ticketmaster,,68,credit,Entertainment,,,
6/12/2020,Lyft,,19.7,debit,Transportation,,,
6/12/2020,Lyft,,3.55,debit,Transportation,,,
6/11/2020,Pizzeria,,27,debit,Work Lunch & Takeout,,,
6/11/2020,McDonald's,,9.99,debit,Work Lunch & Takeout,,,
6/11/2020,Wine & Spirits,,29.37,debit,Liquor Store,,,
6/11/2020,Lyft,,3.62,debit,Transportation,,,
6/11/2020,Lyft,,20.12,debit,Transportation,,,
6/11/2020,Lyft,,3,debit,Transportation,,,
6/11/2020,Lyft,,16.68,debit,Transportation,,,
6/11/2020,Company - 1,,1500,credit,Paycheck - Source 1,,,
6/11/2020,PayPal,,1.06,debit,Subscriptions,,,
6/11/2020,Amazon,,28.3,credit,Shopping,,,
6/9/2020,"WOK  ON THIRD,  ",,22.7,debit,Work Lunch & Takeout,,,
6/9/2020,"B. Wankel & Son, Inc.",,15.77,debit,Tools,,,
6/9/2020,Landromat,,25.15,debit,Laundromat,,,
6/8/2020,Ally Interest Paid,,5.49,credit,Interest Income,,,
6/8/2020,Ally Interest Paid,,0.31,credit,Interest Income,,,
6/8/2020,Amazon,,28.3,debit,Shopping,,,
6/7/2020,"B. Wankel & Son, Inc.",,19.58,debit,Tools,,,
6/7/2020,Wine & Spirits,,17.41,debit,Liquor Store,,,
6/6/2020,CARVE UNIQUE SANDWICHES ,,248.89,debit,Restaurants,,,
6/6/2020,Lyft,,17.18,debit,Transportation,,,
6/6/2020,Lyft,,3,debit,Transportation,,,
6/6/2020,Lyft,,16.83,debit,Transportation,,,
6/6/2020,Lyft,,3.09,debit,Transportation,,,
6/6/2020,Amazon,,28.3,debit,Shopping,,,
6/5/2020,Company - 2,,1500,credit,Paycheck - Source 2,,,
6/4/2020,KRUA SIAM INC   ,,26.85,debit,Work Lunch & Takeout,,,
6/4/2020,Lyft,,3,debit,Transportation,,,
6/4/2020,Lyft,,16.77,debit,Transportation,,,
6/4/2020,Lyft,,3.45,debit,Transportation,,,
6/4/2020,Lyft,,19.18,debit,Transportation,,,
6/4/2020,Lyft,,3,debit,Transportation,,,
6/4/2020,Lyft,,16.46,debit,Transportation,,,
6/3/2020,Amazon web services,,0.5,debit,Subscriptions,,,
6/3/2020,Lyft,,20.59,debit,Transportation,,,
6/3/2020,Lyft,,3.71,debit,Transportation,,,
6/2/2020,Lyft,,19.06,debit,Transportation,,,
6/2/2020,Lyft,,3.43,debit,Transportation,,,
6/2/2020,Best Buy,,348.39,debit,Appliances,,,
6/2/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
6/2/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
6/1/2020,Lyft,,3.46,debit,Transportation,,,
6/1/2020,Lyft,,19.2,debit,Transportation,,,
6/1/2020,METROCARD,,10,debit,Transportation,,,
6/1/2020,Check Piad,,2000,debit,Rent,,,
6/1/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
6/1/2020,Amazon,,31.56,debit,Shopping,,,
6/1/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
6/1/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
6/1/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
6/1/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
5/31/2020,Grocery Store,,25.39,debit,Groceries,,,
5/31/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
5/30/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
5/30/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
5/29/2020,Grocery Store,,3.25,debit,Groceries,,,
5/28/2020,GrubHub Seamless,,14.81,debit,Work Lunch & Takeout,,,
5/28/2020,Domino's Pizza,,14.13,debit,Work Lunch & Takeout,,,
5/28/2020,Spotify,,15.94,debit,Subscriptions,,,
5/28/2020,Verizon Wireless,,84.01,debit,Mobile Phone,,,
5/28/2020,Company - 1,,1500,credit,Paycheck - Source 1,,,
5/27/2020,Amazon,,49.22,debit,Shopping,,,
5/27/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
5/27/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
5/27/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
5/27/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
5/27/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
5/27/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
5/27/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
5/27/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
5/26/2020,Grocery Store,,97.7,debit,Groceries,,,
5/26/2020,MEDIUM MONTHLY,,5,debit,Subscriptions,,,
5/25/2020,Google Store,,194.89,debit,Electronics,,,
5/25/2020,GoDaddy.com,,12.17,debit,Subscriptions,,,
5/25/2020,CHICKEN INSIDER ,,23.66,debit,Work Lunch & Takeout,,,
5/25/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
5/25/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
5/25/2020,Wayfair,,167.66,debit,Furniture,,,
5/24/2020,TAB DELI  ,,15.24,debit,Work Lunch & Takeout,,,
5/24/2020,Grocery Store,,67.54,debit,Groceries,,,
5/22/2020,EAST GARDEN CHINESE RE ,,22.79,debit,Work Lunch & Takeout,,,
5/22/2020,"Spice Grill, ",,9.92,debit,Work Lunch & Takeout,,,
5/22/2020,Company - 2,,1500,credit,Paycheck - Source 2,,,
5/22/2020,CRUNCHYROLL,,8.49,debit,Subscriptions,,,
5/22/2020,Lyft,,19.7,debit,Transportation,,,
5/22/2020,Lyft,,3.55,debit,Transportation,,,
5/22/2020,Lyft,,16.83,debit,Transportation,,,
5/22/2020,Lyft,,3,debit,Transportation,,,
5/21/2020,Pizzeria,,28.22,debit,Work Lunch & Takeout,,,
5/21/2020,CVS,,25.99,debit,Medical & Health,,,
5/21/2020,Five Guys,,7.83,debit,Work Lunch & Takeout,,,
5/21/2020,Lyft,,4,debit,Transportation,,,
5/21/2020,Lyft,,22.22,debit,Transportation,,,
5/21/2020,Lyft,,3.34,debit,Transportation,,,
5/21/2020,Lyft,,18.54,debit,Transportation,,,
5/20/2020,SPECTRUM WOODSIDE ,,49.99,debit,Internet,,,
5/20/2020,Lyft,,3.4,debit,Transportation,,,
5/20/2020,Lyft,,18.89,debit,Transportation,,,
5/20/2020,Lyft,,3.97,debit,Transportation,,,
5/20/2020,Lyft,,22.03,debit,Transportation,,,
5/19/2020,Landromat,,19.1,debit,Laundromat,,,
5/19/2020,Lyft,,3.45,debit,Transportation,,,
5/19/2020,Lyft,,22.35,debit,Transportation,,,
5/19/2020,Lyft,,4.02,debit,Transportation,,,
5/19/2020,Lyft,,19.17,debit,Transportation,,,
5/19/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
5/19/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
5/18/2020,Lyft,,3.82,debit,Transportation,,,
5/18/2020,Lyft,,18.8,debit,Transportation,,,
5/18/2020,Lyft,,21.22,debit,Transportation,,,
5/18/2020,Lyft,,3.38,debit,Transportation,,,
5/15/2020,Domino's Pizza,,30.99,debit,Work Lunch & Takeout,,,
5/14/2020,Company - 1,,1500,credit,Paycheck - Source 1,,,
5/14/2020,JAGEX,,25.99,debit,Subscriptions,,,
5/12/2020,Li's Noodle Fun Inc,,35.33,debit,Work Lunch & Takeout,,,
5/12/2020,Grocery Store,,93.6,debit,Groceries,,,
5/11/2020,KRUA SIAM INC   ,,12.68,debit,Work Lunch & Takeout,,,
5/10/2020,KRUA SIAM INC   ,,12.68,debit,Work Lunch & Takeout,,,
5/9/2020,Wine & Spirits,,59.42,debit,Liquor Store,,,
5/9/2020,Boa Vista Bbq,,334.88,debit,Restaurants,,,
5/9/2020,Lyft,,10.8,debit,Transportation,,,
5/9/2020,Amazon,,16.66,debit,Shopping,,,
5/8/2020,Lyft,,5.38,debit,Transportation,,,
5/8/2020,Lyft,,20.06,debit,Transportation,,,
5/8/2020,Lyft,,3.28,debit,Transportation,,,
5/8/2020,Lyft,,18.2,debit,Transportation,,,
5/8/2020,Ally Interest Paid,,0.21,credit,Interest Income,,,
5/8/2020,ConEd,,91.07,debit,Utilities,,,
5/8/2020,Ally Interest Paid,,8.78,credit,Interest Income,,,
5/8/2020,Company - 2,,1500,credit,Paycheck - Source 2,,,
5/7/2020,Lyft,,18.93,debit,Transportation,,,
5/7/2020,Lyft,,3.41,debit,Transportation,,,
5/7/2020,Lyft,,22.22,debit,Transportation,,,
5/7/2020,Lyft,,4,debit,Transportation,,,
5/6/2020,Lyft,,22.34,debit,Transportation,,,
5/6/2020,Lyft,,4.02,debit,Transportation,,,
5/6/2020,Lyft,,19.08,debit,Transportation,,,
5/6/2020,Lyft,,3.43,debit,Transportation,,,
5/6/2020,Refund,,30.42,credit,Refund,,,
5/5/2020,Refund,,19.41,debit,Transportation,,,
5/5/2020,Refund,,3.49,debit,Transportation,,,
5/5/2020,Lyft,,22.5,debit,Transportation,,,
5/5/2020,Lyft,,4.05,debit,Transportation,,,
5/5/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
5/5/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
5/5/2020,XYZ Financial Firm,,500,debit,Investment - Source 1,,,
5/5/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
5/5/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
5/5/2020,XYZ Financial Firm,,500,debit,Investment - Source 2,,,
5/5/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
5/4/2020,Lyft,,3.38,debit,Transportation,,,
5/4/2020,Lyft,,21.25,debit,Transportation,,,
5/4/2020,Lyft,,3.82,debit,Transportation,,,
5/4/2020,Lyft,,18.8,debit,Transportation,,,
5/4/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
5/4/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
5/4/2020,Pizzeria,,290.42,debit,Restaurants,,,
5/4/2020,Chick-Fil-A,,19.46,debit,Work Lunch & Takeout,,,
5/4/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
5/4/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
5/4/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
5/3/2020,Grocery Store,,123.07,debit,Groceries,,,
5/3/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
5/3/2020,Domino's Pizza,,21.2,debit,Work Lunch & Takeout,,,
5/3/2020,McDonald's,,21.32,debit,Work Lunch & Takeout,,,
5/3/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
5/2/2020,MISTER WRIGHT ,,52.21,debit,Liquor Store,,,
5/1/2020,Check Piad,,2000,debit,Rent,,,
4/30/2020,FORTNITE CARY NC,,10.09,debit,Entertainment,,,
4/30/2020,YETI SPICE GRILL,,30.87,debit,Work Lunch & Takeout,,,
4/30/2020,Company - 1,,1500,credit,Paycheck - Source 1,,,
4/29/2020,Verizon Wireless,,84.01,debit,Mobile Phone,,,
4/28/2020,Spotify,,15.94,debit,Subscriptions,,,
4/28/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
4/28/2020,Poshmark Des Poshmark,,120.28,credit,Income,,,
4/28/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
4/28/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
4/28/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
4/26/2020,CORNER BAKERY,,17.31,debit,Work Lunch & Takeout,,,
4/26/2020,MEDIUM MONTHLY,,5,debit,Subscriptions,,,
4/25/2020,Lyft,,18.24,debit,Transportation,,,
4/25/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
4/25/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
4/24/2020,Grocery Store,,64.92,debit,Groceries,,,
4/24/2020,Landromat,,26.45,debit,Laundromat,,,
4/24/2020,Lyft,,3.8,debit,Transportation,,,
4/24/2020,Lyft,,21.09,debit,Transportation,,,
4/24/2020,YETI SPICE GRILL,,8.92,debit,Work Lunch & Takeout,,,
4/24/2020,Domino's Pizza,,22.83,debit,Work Lunch & Takeout,,,
4/24/2020,Company - 2,,1500,credit,Paycheck - Source 2,,,
4/23/2020,Lyft,,18.83,debit,Transportation,,,
4/23/2020,Lyft,,3.29,debit,Transportation,,,
4/23/2020,Lyft,,18.26,debit,Transportation,,,
4/23/2020,Lyft,,3.9,debit,Transportation,,,
4/23/2020,Lyft,,21.64,debit,Transportation,,,
4/23/2020,Lyft,,3.39,debit,Transportation,,,
4/23/2020,Taco Bell,,25.86,debit,Work Lunch & Takeout,,,
4/23/2020,Nordstrom,,129.34,debit,Clothing,,,
4/22/2020,CRUNCHYROLL,,8.49,debit,Subscriptions,,,
4/22/2020,Lyft,,21.84,debit,Transportation,,,
4/22/2020,Lyft,,3.93,debit,Transportation,,,
4/22/2020,XYZ Financial Firm,,500,debit,Investment - Source 1,,,
4/21/2020,Lyft,,21.54,debit,Transportation,,,
4/21/2020,Lyft,,3.78,debit,Transportation,,,
4/21/2020,Lyft,,3.88,debit,Transportation,,,
4/21/2020,Lyft,,20.98,debit,Transportation,,,
4/21/2020,XYZ Financial Firm,,500,debit,Investment - Source 2,,,
4/20/2020,Lyft,,3.19,debit,Transportation,,,
4/20/2020,Lyft,,3.66,debit,Transportation,,,
4/20/2020,Lyft,,17.72,debit,Transportation,,,
4/20/2020,Lyft,,20.32,debit,Transportation,,,
4/20/2020,SPECTRUM WOODSIDE ,,49.99,debit,Internet,,,
4/20/2020,Amazon,,19.59,debit,Shopping,,,
4/19/2020,KRUA SIAM INC,,28.2,debit,Work Lunch & Takeout,,,
4/17/2020,Amazon,,43.54,debit,Shopping,,,
4/16/2020,ConEd,,83.3,debit,Utilities,,,
4/16/2020,Company - 1,,1500,credit,Paycheck - Source 1,,,
4/13/2020,YETI SPICE GRILL,,20.09,debit,Work Lunch & Takeout,,,
4/12/2020,Grocery Store,,75.69,debit,Groceries,,,
4/10/2020,Company - 2,,1500,credit,Paycheck - Source 2,,,
4/9/2020,Lyft,,18.36,debit,Transportation,,,
4/9/2020,Lyft,,3.7,debit,Transportation,,,
4/9/2020,Lyft,,3.3,debit,Transportation,,,
4/9/2020,Lyft,,20.57,debit,Transportation,,,
4/8/2020,Lyft,,17.04,debit,Transportation,,,
4/8/2020,Lyft,,3.78,debit,Transportation,,,
4/8/2020,Lyft,,3.07,debit,Transportation,,,
4/8/2020,Lyft,,20.98,debit,Transportation,,,
4/8/2020,Ally Interest Paid,,7.6,credit,Interest Income,,,
4/8/2020,Ally Interest Paid,,0.12,credit,Interest Income,,,
4/8/2020,YETI SPICE GRILL,,8.92,debit,Work Lunch & Takeout,,,
4/7/2020,Lyft,,3.53,debit,Transportation,,,
4/7/2020,Lyft,,3.26,debit,Transportation,,,
4/7/2020,Lyft,,19.59,debit,Transportation,,,
4/7/2020,Lyft,,18.09,debit,Transportation,,,
4/7/2020,XYZ Financial Firm,,500,debit,Investment - Source 2,,,
4/6/2020,Lyft,,3.59,debit,Transportation,,,
4/6/2020,Lyft,,3.2,debit,Transportation,,,
4/6/2020,Lyft,,17.76,debit,Transportation,,,
4/6/2020,Lyft,,19.96,debit,Transportation,,,
4/6/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
4/6/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
4/6/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
4/6/2020,XYZ Financial Firm,,500,debit,Investment - Source 1,,,
4/6/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
4/5/2020,CHICKEN INSIDER CORP,,29.7,debit,Work Lunch & Takeout,,,
4/4/2020,Grocery Store,,90.62,debit,Groceries,,,
4/4/2020,Target,,107.26,debit,Home Supplies,,,
4/2/2020,Company - 1,,1500,credit,Paycheck - Source 1,,,
4/1/2020,Check Piad,,2000,debit,Rent,,,
3/31/2020,Steam Games,,11.42,debit,Entertainment,,,
3/31/2020,Steam Games,,13.87,debit,Entertainment,,,
3/31/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
3/31/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
3/30/2020,Landromat,,28.55,debit,Laundromat,,,
3/30/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
3/30/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
3/30/2020,Pizzeria,,55,debit,Work Lunch & Takeout,,,
3/29/2020,Grocery Store,,68.83,debit,Groceries,,,
3/29/2020,Chick-Fil-A,,10.1,debit,Work Lunch & Takeout,,,
3/28/2020,Spotify,,15.94,debit,Subscriptions,,,
3/27/2020,Lyft,,3.58,debit,Transportation,,,
3/27/2020,Lyft,,19.91,debit,Transportation,,,
3/27/2020,Lyft,,3.54,debit,Transportation,,,
3/27/2020,Lyft,,19.69,debit,Transportation,,,
3/27/2020,Company - 2,,1500,credit,Paycheck - Source 2,,,
3/27/2020,Verizon Wireless,,84.05,debit,Mobile Phone,,,
3/27/2020,STAGE STAR DELI,,8.66,debit,Work Lunch & Takeout,,,
3/26/2020,Lyft,,19.93,debit,Transportation,,,
3/26/2020,Lyft,,3,debit,Transportation,,,
3/26/2020,Lyft,,20.71,debit,Transportation,,,
3/26/2020,Lyft,,3,debit,Transportation,,,
3/25/2020,Lyft,,3,debit,Transportation,,,
3/25/2020,Lyft,,3,debit,Transportation,,,
3/25/2020,Lyft,,17.81,debit,Transportation,,,
3/25/2020,Lyft,,17.65,debit,Transportation,,,
3/25/2020,Grocery Store,,55.99,debit,Groceries,,,
3/24/2020,Domino's Pizza,,36.97,debit,Work Lunch & Takeout,,,
3/24/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
3/23/2020,CRUNCHYROLL,,8.49,debit,Subscriptions,,,
3/23/2020,PayPal,,10.9,debit,Subscriptions,,,
3/23/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
3/23/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
3/22/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
3/22/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
3/22/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
3/21/2020,MISTER WRIGHT ,,29.41,debit,Liquor Store,,,
3/20/2020,CVS,,22.29,debit,Medical & Health,,,
3/20/2020,SPECTRUM WOODSIDE ,,49.99,debit,Internet,,,
3/20/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
3/19/2020,Chirping Chicken,,40,debit,Work Lunch & Takeout,,,
3/19/2020,Grocery Store,,65.83,debit,Groceries,,,
3/19/2020,Company - 1,,1500,credit,Paycheck - Source 1,,,
3/19/2020,Refund,,0.18,credit,Refund,,,
3/19/2020,Refund,,500,debit,Investment - Source 1,,,
3/19/2020,Refund,,0.35,credit,Refund,,,
3/19/2020,Refund,,500,credit,Investment - Source 1,,,
3/19/2020,Refund,,500,debit,Investment - Source 2,,,
3/19/2020,XYZ Financial Firm,,500,debit,Investment - Source 2,,,
3/18/2020,ConEd,,75.34,debit,Utilities,,,
3/18/2020,Banana Republic,,58.75,debit,Clothing,,,
3/17/2020,SUKI ICHIRO,,20.14,debit,Restaurants,,,
3/16/2020,Grocery Store,,64.07,debit,Groceries,,,
3/16/2020,Lyft,,73.12,debit,Transportation,,,
3/16/2020,Hair Salon,,202.43,debit,Personal Care,,,
3/15/2020,#NAME?,,8.86,debit,Work Lunch & Takeout,,,
3/15/2020,"WOK  ON THIRD, ",,20.95,debit,Work Lunch & Takeout,,,
3/15/2020,REAL PIE COMPA,,4.08,debit,Restaurants,,,
3/15/2020,Café,,1.25,debit,Work Lunch & Takeout,,,
3/15/2020,Café,,18.58,debit,Restaurants,,,
3/15/2020,VIET HA RESTAURANT,,11.87,debit,Restaurants,,,
3/13/2020,CVS,,8.38,debit,Medical & Health,,,
3/13/2020,Lyft,,26.74,debit,Transportation,,,
3/13/2020,Company - 2,,1500,credit,Paycheck - Source 2,,,
3/13/2020,Company - 2,,1500,credit,Paycheck - Source 2,,,
3/13/2020,GrubHub,,3.55,debit,Work Lunch & Takeout,,,
3/13/2020,Café,,9.7,debit,Work Lunch & Takeout,,,
3/13/2020,JFKT IRVINGFARMS ,,13.62,debit,Restaurants,,,
3/12/2020,Grocery Store,,31.82,debit,Groceries,,,
3/12/2020,Café,,3.5,debit,Work Lunch & Takeout,,,
3/12/2020,Jeal Sichuan Chili House,,57.95,debit,Restaurants,,,
3/12/2020,GrubHub,,1.76,debit,Work Lunch & Takeout,,,
3/11/2020,GrubHub,,2.35,debit,Work Lunch & Takeout,,,
3/10/2020,MATTO @,,4.36,debit,Work Lunch & Takeout,,,
3/10/2020,Dunkin Donuts,,2.71,debit,Work Lunch & Takeout,,,
3/10/2020,CROMPTON ALE HOUSE,,25.78,debit,Restaurants,,,
3/10/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
3/9/2020,Uber.com,,52.6,debit,Transportation,,,
3/9/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
3/9/2020,TST* THE NORTH BRUNSWICK,,34.41,debit,Restaurants,,,
3/9/2020,Dunkin Donuts,,2.49,debit,Work Lunch & Takeout,,,
3/8/2020,Lyft,,8.87,debit,Transportation,,,
3/8/2020,Ally Interest Paid,,7.52,credit,Interest Income,,,
3/8/2020,Ally Interest Paid,,0.19,credit,Interest Income,,,
3/8/2020,Chick-Fil-A,,7.07,debit,Work Lunch & Takeout,,,
3/8/2020,Hair Salon,,78.93,debit,Personal Care,,,
3/8/2020,TST* OBAO - HELL S KITCHE,,19.33,debit,Restaurants,,,
3/8/2020,TST* OBAO - HELL S KITCHE,,49.46,debit,Restaurants,,,
3/7/2020,Kingbell Laundry,,21.2,debit,Laundromat,,,
3/6/2020,GrubHub,,2.35,debit,Work Lunch & Takeout,,,
3/6/2020,KASHI ,,29.88,debit,Restaurants,,,
3/5/2020,Company - 1,,1500,credit,Paycheck - Source 1,,,
3/5/2020,Café,,9.95,debit,Work Lunch & Takeout,,,
3/5/2020,Café,,1.29,debit,Work Lunch & Takeout,,,
3/5/2020,GrubHub,,1.76,debit,Work Lunch & Takeout,,,
3/4/2020,Lyft,,15.38,debit,Transportation,,,
3/4/2020,Ear Nose & Throat,,150,debit,Medical & Health,,,
3/4/2020,GrubHub,,1.15,debit,Work Lunch & Takeout,,,
3/4/2020,"WOK  ON THIRD, ",,11.35,debit,Work Lunch & Takeout,,,
3/2/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
3/2/2020,MEALPAL MEALPAL.COM ,,48.28,debit,Work Lunch & Takeout,,,
3/1/2020,Grocery Store,,60.02,debit,Groceries,,,
3/1/2020,GrubHub,,3.01,debit,Work Lunch & Takeout,,,
3/1/2020,Café,,10.45,debit,Work Lunch & Takeout,,,
3/1/2020,CVS,,6.56,debit,Medical & Health,,,
3/1/2020,One Harvest,,25,debit,Restaurants,,,
3/1/2020,Check Piad,,2000,debit,Rent,,,
2/29/2020,Ticketmaster,,385.85,debit,Entertainment,,,
2/29/2020,Ticketmaster,,764.7,debit,Entertainment,,,
2/29/2020,SIGNUP *NIGHTNATIONNSAN DIEGO CA,,74.09,debit,Entertainment,,,
2/28/2020,Spotify,,15.94,debit,Subscriptions,,,
2/28/2020,Rugsusa Holdings ,,123.69,credit,Furniture,,,
2/28/2020,Company - 2,,1500,credit,Paycheck - Source 2,,,
2/28/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
2/28/2020,XYZ Financial Firm,,500,debit,Investment - Source 2,,,
2/28/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
2/28/2020,GrubHub,,1.81,debit,Work Lunch & Takeout,,,
2/28/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
2/28/2020,transfer and/or payments,,1000,debit,Hide from Budgets & Trends,,,
2/27/2020,Cash Back Rewards,,85.56,credit,Cash Back Rewards,,,
2/27/2020,transfer and/or payments,,1000,credit,Hide from Budgets & Trends,,,
2/27/2020,GrubHub,,2.12,debit,Work Lunch & Takeout,,,
2/27/2020,Verizon Wireless,,84.05,debit,Mobile Phone,,,
2/26/2020,Grocery Store,,14.16,debit,Groceries,,,
2/26/2020,GrubHub,,1.81,debit,Work Lunch & Takeout,,,
2/25/2020,CVS,,5.52,debit,Medical & Health,,,
2/25/2020,NEW YORK STATE DMV N,,65,debit,Transportation,,,
2/25/2020,BLACK IRON BURGER,,28.23,debit,Restaurants,,,
2/24/2020,Roma's Pizza,,25.04,debit,Work Lunch & Takeout,,,
2/23/2020,Kingbell Laundry,,17,debit,Laundromat,,,
2/23/2020,Chick-Fil-A,,7.07,debit,Work Lunch & Takeout,,,
2/23/2020,GrubHub,,2.96,debit,Work Lunch & Takeout,,,
